measurer_category,user_name,scale_x1,scale_y1,scale_x2,scale_y2,tegula_x1,tegula_y1,tegula_x2,tegula_y2,T3_1 Were you able to measure the bee?,Filename,started_at,finished_at,workflow_version,catalogNumber,itd_pixels,scaledist_pixels,itd_cm,itd_mm
community_scientist,not-logged-in-91baaf217a11c8f13e1f,666,371,1314,371,1971,1939,1971,1698,Yes,UCSB-IZC00005582.jpg,10/14/22 18:17,10/14/22 18:18,1.3,UCSB-IZC00005582,241,648,0.18595679012345678,1.859567901
community_scientist,1emmak3,672,345,1311,339,2001,1709,2004,1932,Yes,UCSB-IZC00005582.jpg,10/19/22 20:57,10/19/22 20:57,1.3,UCSB-IZC00005582,223.0201784592596,639.0281683932251,0.17449948960780742,1.744994896
community_scientist,Pri_B,1898,340,2435,341,976,1824,977,1635,No,UCSB-IZC00005586.jpg,10/14/22 7:40,10/14/22 7:42,1.3,UCSB-IZC00005586,189.0026454841307,537.0009310978893,0.17597981170881585,1.759798117
community_scientist,hannahjordan,827,1724,1451,1697,985,1619,1000,1842,Yes,UCSB-IZC00005586.jpg,10/17/22 8:40,10/17/22 8:40,1.3,UCSB-IZC00005586,223.503915,624.5838614629744,0.178922262,1.789222623
community_scientist,Suem28,1898,355,2436,358,980,1638,985,1825,Yes,UCSB-IZC00005586.jpg,10/18/22 18:19,10/18/22 18:20,1.3,UCSB-IZC00005586,187.06683297688022,538.0083642472484,0.17385123114081488,1.738512311
community_scientist,1emmak3,1896,352,2440,352,1003,1652,1006,1801,No,UCSB-IZC00005586.jpg,10/19/22 20:58,10/19/22 20:59,1.3,UCSB-IZC00005586,149.03019828209315,544,0.1369762851857474,1.369762852
community_scientist,averyj7714,1897,356,2436,352,986,1633,989,1802,Yes,UCSB-IZC00005586.jpg,10/22/22 6:30,10/22/22 6:33,1.3,UCSB-IZC00005586,169.0266251216062,539.0148421,0.15679218077211765,1.567921808
community_scientist,LeanneAldred,957,100,1470,98,1100,1945,1119,2160,Yes,UCSB-IZC00005587.jpg,10/11/22 15:09,10/11/22 15:10,1.3,UCSB-IZC00005587,215.83790213954546,513.0038986206634,0.21036672695848754,2.10366727
community_scientist,moakeley,1974,164,2494,167,1100,1935,1128,2164,Yes,UCSB-IZC00005587.jpg,10/13/22 18:27,10/13/22 18:28,1.3,UCSB-IZC00005587,230.70543990118657,520.0086537741463,0.22182846210996723,2.218284621
community_scientist,chrisotahal,962,315,1978,312,1099,1943,1127,2153,Yes,UCSB-IZC00005587.jpg,10/16/22 18:59,10/16/22 19:01,1.3,UCSB-IZC00005587,211.85844330590177,1016.0044291242042,0.10426059042307707,1.042605904
community_scientist,hannahjordan,721,2126,1470,1985,1093,1920,1120,2167,Yes,UCSB-IZC00005587.jpg,10/17/22 8:40,10/17/22 8:40,1.3,UCSB-IZC00005587,248.47132631352054,762.1561519793696,0.16300552430641949,1.630055243
community_scientist,Suem28,1976,175,2488,175,1108,1939,1124,2164,Yes,UCSB-IZC00005587.jpg,10/19/22 16:27,10/19/22 16:28,1.3,UCSB-IZC00005587,225.5681715136247,512,0.2202814174937741,2.202814175
community_scientist,Agustinclossirrazabal,2974,148,3470,141,1039,1866,1058,1703,Yes,UCSB-IZC00005588.jpg,10/8/22 2:17,10/8/22 2:17,1.3,UCSB-IZC00005588,164.10362579784763,496.0493927019768,0.1654105702095275,1.654105702
community_scientist,MerryMoose,2005,201,1525,198,1060,1703,1053,1859,Yes,UCSB-IZC00005588.jpg,10/16/22 16:08,10/16/22 16:08,1.3,UCSB-IZC00005588,156.1569723067145,480.00937490844905,0.16266033589083329,1.626603359
community_scientist,Suem28,2008,190,2495,192,1060,1697,1053,1871,Yes,UCSB-IZC00005588.jpg,10/16/22 16:25,10/16/22 16:26,1.3,UCSB-IZC00005588,174.1407477,487.0041068,0.17878776098176105,1.78787761
community_scientist,dearmstrong,2005,205,2500,207,1037,1867,1057,1703,Yes,UCSB-IZC00005588.jpg,10/19/22 19:43,10/19/22 19:44,1.3,UCSB-IZC00005588,165.21501142450705,495.0040403875508,0.16688248776227782,1.668824878
community_scientist,LeanneAldred,1032,136,1527,136,1060,1699,1044,1868,Yes,UCSB-IZC00005588.jpg,10/21/22 15:17,10/21/22 15:17,1.3,UCSB-IZC00005588,169.75570682601514,495,0.17147041093536883,1.714704109
community_scientist,Jexi,181,133,731,133,977,1318,992,1535,Yes,UCSB-IZC00005593.jpg,10/10/22 20:37,10/10/22 20:37,1.3,UCSB-IZC00005593,217.51781536232843,550,0.19774346851120767,1.977434685
community_scientist,dearmstrong,2357,214,2906,217,993,1545,979,1305,Yes,UCSB-IZC00005593.jpg,10/11/22 19:15,10/11/22 19:16,1.3,UCSB-IZC00005593,240.40798655618744,549.0081966601227,0.21894753850552984,2.189475385
community_scientist,not-logged-in-9754906bd19215d77f79,2895,201,2365,199,987,1554,986,1308,Yes,UCSB-IZC00005593.jpg,10/13/22 15:15,10/13/22 15:16,1.3,UCSB-IZC00005593,246.00203251192866,530.0037735714718,0.23207573679544274,2.320757368
community_scientist,1emmak3,2354,193,2907,193,990,1312,1012,1544,Yes,UCSB-IZC00005593.jpg,10/19/22 21:42,10/19/22 21:42,1.3,UCSB-IZC00005593,233.0407689654323,553,0.21070593939008345,2.107059394
community_scientist,Suem28,2355,201,2904,199,993,1304,1002,1550,Yes,UCSB-IZC00005593.jpg,10/21/22 17:53,10/21/22 17:54,1.3,UCSB-IZC00005593,246.16457909293123,549.0036429751627,0.224192118,2.241921181
community_scientist,Agustinclossirrazabal,3091,148,3603,151,999,1664,1002,1438,Yes,UCSB-IZC00005594.jpg,10/11/22 12:46,10/11/22 12:47,1.3,UCSB-IZC00005594,226.01991062736045,512.0087889870641,0.22071878011558005,2.207187801
community_scientist,moakeley,2077,183,2593,182,1004,1439,992,1647,Yes,UCSB-IZC00005594.jpg,10/13/22 18:22,10/13/22 18:26,1.3,UCSB-IZC00005594,208.34586628968668,516.0009689913383,0.2018851502323284,2.018851502
community_scientist,SnailOfSorts,2077,164,2594,168,1003,1440,1003,1646,Yes,UCSB-IZC00005594.jpg,10/13/22 18:27,10/13/22 18:27,1.3,UCSB-IZC00005594,206,517.0154736562533,0.19922034300366284,1.99220343
community_scientist,1emmak3,2078,173,2595,173,1006,1434,997,1652,Yes,UCSB-IZC00005594.jpg,10/19/22 21:04,10/19/22 21:05,1.3,UCSB-IZC00005594,218.1857007230309,517,0.2110113159797204,2.11011316
community_scientist,Jexi,50,127,560,119,980,1451,989,1645,Yes,UCSB-IZC00005594.jpg,10/20/22 21:02,10/20/22 21:02,1.3,UCSB-IZC00005594,194.20865068271289,510.0627412387617,0.19037721733119428,1.903772173
community_scientist,Jexi,1417,107,1881,107,554,1430,549,1585,Yes,UCSB-IZC00005600.jpg,10/11/22 20:58,10/11/22 20:58,1.3,UCSB-IZC00005600,155.08062419270823,464,0.16711274158697006,1.671127416
community_scientist,A.corn,497,166,961,160,573,1424,561,1595,Yes,UCSB-IZC00005600.jpg,10/12/22 11:18,10/12/22 11:19,1.3,UCSB-IZC00005600,171.42053552593984,464.03879148191913,0.18470496289599433,1.847049629
community_scientist,Suem28,1417,178,1881,178,572,1424,569,1595,Yes,UCSB-IZC00005600.jpg,10/19/22 15:52,10/19/22 15:52,1.3,UCSB-IZC00005600,171.0263137648707,464,0.18429559672938653,1.842955967
community_scientist,LeanneAldred,501,116,966,109,567,1426,565,1592,Yes,UCSB-IZC00005600.jpg,10/21/22 15:31,10/21/22 15:31,1.3,UCSB-IZC00005600,166.01204775557707,465.0526851873882,0.1784873553505924,1.784873554
community_scientist,hmorrison914,1421,181,978,183,574,1616,585,1410,Yes,UCSB-IZC00005600.jpg,10/21/22 18:56,10/21/22 18:57,1.3,UCSB-IZC00005600,206.29348026537338,443.00451464968165,0.23283451233957037,2.328345123
community_scientist,Jexi,129,162,659,159,1684,1341,1675,1532,Yes,UCSB-IZC00005601.jpg,10/9/22 20:00,10/9/22 20:00,1.3,UCSB-IZC00005601,191.21192431435858,530.0084904980297,0.1803857180992362,1.803857181
community_scientist,LeanneAldred,2235,145,2767,148,1700,1336,1693,1536,Yes,UCSB-IZC00005601.jpg,10/12/22 13:25,10/12/22 13:25,1.3,UCSB-IZC00005601,200.12246250733574,532.0084585793726,0.18808203072722257,1.880820307
community_scientist,Pri_B,2235,200,2771,197,1687,1543,1715,1341,Yes,UCSB-IZC00005601.jpg,10/14/22 7:30,10/14/22 7:34,1.3,UCSB-IZC00005601,203.93136100168604,536.0083954566384,0.19023149891892274,1.902314989
community_scientist,Suem28,2235,213,2769,211,1693,1318,1665,1561,Yes,UCSB-IZC00005601.jpg,10/19/22 17:38,10/19/22 17:39,1.3,UCSB-IZC00005601,244.60784942433878,534.0037453052179,0.22903196051979888,2.290319605
community_scientist,1emmak3,2236,212,2770,209,1712,1338,1699,1530,Yes,UCSB-IZC00005601.jpg,10/19/22 21:02,10/19/22 21:02,1.3,UCSB-IZC00005601,192.43960091415696,534.0084269,0.18018404880927608,1.801840488
community_scientist,Jexi,2347,142,2935,142,1197,1419,1371,1407,Yes,UCSB-IZC00005603.jpg,10/10/22 20:42,10/10/22 20:42,1.3,UCSB-IZC00005603,174.41330224498358,588,0.1483106311607003,1.483106312
community_scientist,BohdanaVasylchyshyn17,1767,182,2341,182,1188,1442,1367,1403,Yes,UCSB-IZC00005603.jpg,10/14/22 4:56,10/14/22 4:57,1.3,UCSB-IZC00005603,183.19934497699495,574,0.15958131095557052,1.59581311
community_scientist,not-logged-in-91baaf217a11c8f13e1f,2342,162,2936,162,1193,1468,1399,1460,No,UCSB-IZC00005603.jpg,10/14/22 18:19,10/14/22 18:19,1.3,UCSB-IZC00005603,206.15528128088303,594,0.17353138154956485,1.735313815
community_scientist,Suem28,2343,176,2932,176,1188,1455,1389,1423,No,UCSB-IZC00005603.jpg,10/18/22 18:30,10/18/22 18:31,1.3,UCSB-IZC00005603,203.5313243704762,589,0.17277701559463174,1.727770156
community_scientist,hmorrison914,1771,180,1188,186,1177,1427,1385,1421,No,UCSB-IZC00005603.jpg,10/21/22 18:51,10/21/22 18:52,1.3,UCSB-IZC00005603,208.08652046684813,583.0308739680944,0.17845240257228248,1.784524026
community_scientist,TarynR,2434,176,2951,176,1321,1761,1317,1995,Yes,UCSB-IZC00005612.jpg,10/6/22 19:56,10/6/22 19:58,1.3,UCSB-IZC00005612,234.03418553707064,517,0.22633867073217664,2.263386707
community_scientist,LeanneAldred,1418,120,1930,117,1332,1787,1321,1983,Yes,UCSB-IZC00005612.jpg,10/11/22 15:11,10/11/22 15:12,1.3,UCSB-IZC00005612,196.30843079195554,512.0087889870641,0.19170416115348682,1.917041612
community_scientist,dearmstrong,2436,221,2948,223,1317,1978,1324,1789,Yes,UCSB-IZC00005612.jpg,10/11/22 19:19,10/11/22 19:19,1.3,UCSB-IZC00005612,189.12958520548815,512.0039062,0.18469545144314264,1.846954514
community_scientist,hannahjordan,1036,1852,1963,1882,1356,1747,1321,2050,Yes,UCSB-IZC00005612.jpg,10/17/22 8:39,10/17/22 8:39,1.3,UCSB-IZC00005612,305.0147537415199,927.4853098567114,0.16443104300414313,1.64431043
community_scientist,Agustinclossirrazabal,2433,156,2944,165,1320,1980,1329,1790,Yes,UCSB-IZC00005612.jpg,10/18/22 21:51,10/18/22 21:51,1.3,UCSB-IZC00005612,190.21303845951255,511.0792502146805,0.18608957258547765,1.860895726
community_scientist,crjss,425,730,1163,719,573,985,580,1157,Yes,UCSB-IZC00005618.jpg,10/10/22 3:03,10/10/22 3:06,1.3,UCSB-IZC00005618,172.14238292762187,738.0819737671419,0.11661467766853442,1.166146777
community_scientist,bluemems1,1146,259,306,256,510,1000,529,1156,Yes,UCSB-IZC00005618.jpg,10/10/22 17:30,10/10/22 17:32,1.3,UCSB-IZC00005618,157.15279189374905,840.0053571257745,0.093542732,0.935427319
community_scientist,A.corn,1140,157,1515,155,573,1002,584,1138,No,UCSB-IZC00005618.jpg,10/12/22 15:36,10/12/22 15:36,1.3,UCSB-IZC00005618,136.4441278,375.0053332954079,0.18192291634934038,1.819229163
community_scientist,not-logged-in-9754906bd19215d77f79,1145,137,1517,139,587,996,585,1138,Yes,UCSB-IZC00005618.jpg,10/13/22 15:21,10/13/22 15:22,1.3,UCSB-IZC00005618,142.01408380861386,372.0053763052357,0.19087638627578501,1.908763863
community_scientist,Suem28,1142,150,1514,151,581,1000,595,1140,Yes,UCSB-IZC00005618.jpg,10/19/22 16:16,10/19/22 16:17,1.3,UCSB-IZC00005618,140.69825869569246,372.0013440835933,0.18910987948483837,1.891098795
community_scientist,Jexi,97,211,644,211,1345,2021,1354,1816,Yes,UCSB-IZC00005621.jpg,10/16/22 22:27,10/16/22 22:27,1.3,UCSB-IZC00005621,205.19746587129188,547,0.1875662393704679,1.875662394
community_scientist,Suem28,2245,257,2785,260,1305,1814,1357,2022,No,UCSB-IZC00005621.jpg,10/20/22 18:05,10/20/22 18:06,1.3,UCSB-IZC00005621,214.40149253211834,540.0083332690339,0.19851683698490522,1.98516837
community_scientist,not-logged-in-eb379f75b2369af5d2f8,99,271,646,275,294,266,108,266,Yes,UCSB-IZC00005621.jpg,10/21/22 3:02,10/21/22 3:07,1.3,UCSB-IZC00005621,186,547.0146250330058,0.17001373591133612,1.700137359
community_scientist,hmorrison914,1714,262,1183,273,1400,2042,1394,1802,Yes,UCSB-IZC00005621.jpg,10/21/22 18:57,10/21/22 18:58,1.3,UCSB-IZC00005621,240.0749882849107,531.1139237489449,0.22601082136042155,2.260108214
community_scientist,not-logged-in-f30dbde093d66b8d5872,1169,189,1713,193,1368,1801,1370,2015,Yes,UCSB-IZC00005621.jpg,10/22/22 15:12,10/22/22 15:12,1.3,UCSB-IZC00005621,214.00934559032697,544.0147056835872,0.19669444902358968,1.96694449
community_scientist,Agustinclossirrazabal,2297,141,2723,141,702,1562,696,1410,Yes,UCSB-IZC00005622.jpg,10/11/22 12:48,10/11/22 12:49,1.3,UCSB-IZC00005622,152.11837495845134,426,0.1785426936132058,1.785426936
community_scientist,Suem28,1448,195,1881,193,700,1402,714,1569,Yes,UCSB-IZC00005622.jpg,10/18/22 17:59,10/18/22 18:00,1.3,UCSB-IZC00005622,167.5857989210303,433.0046189130088,0.19351502455300423,1.935150246
community_scientist,1emmak3,1451,206,1874,202,723,1410,726,1560,No,UCSB-IZC00005622.jpg,10/19/22 21:00,10/19/22 21:01,1.3,UCSB-IZC00005622,150.02999700059985,423.01891210677564,0.17733249354431968,1.773324935
community_scientist,LeanneAldred,597,161,1026,155,704,1406,698,1558,Yes,UCSB-IZC00005622.jpg,10/21/22 15:22,10/21/22 15:23,1.3,UCSB-IZC00005622,152.11837495845134,429.0419559903204,0.17727680572326507,1.772768057
community_scientist,npsheppard,597,149,1027,144,737,1561,737,1414,No,UCSB-IZC00005622.jpg,10/23/22 9:47,10/23/22 9:48,1.3,UCSB-IZC00005622,147,430.0290687848904,0.17091867814351464,1.709186781
community_scientist,TarynR,2629,318,3205,322,1690,1890,1701,2040,Yes,UCSB-IZC00005623.jpg,10/8/22 0:18,10/8/22 0:18,1.3,UCSB-IZC00005623,150.4027925272666,576.0138887214439,0.13055483163879084,1.305548316
community_scientist,Jexi,360,329,931,334,1669,1872,1687,2058,Yes,UCSB-IZC00005623.jpg,10/9/22 20:12,10/9/22 20:12,1.3,UCSB-IZC00005623,186.86893802876924,571.0218909989353,0.16362677243587292,1.636267724
community_scientist,LeanneAldred,1492,309,2067,302,1689,1878,1703,2053,Yes,UCSB-IZC00005623.jpg,10/12/22 13:12,10/12/22 13:12,1.3,UCSB-IZC00005623,175.55910685578235,575.0426071170726,0.15264878174500238,1.526487817
community_scientist,Agustinclossirrazabal,2627,333,3202,339,1705,2048,1681,1881,Yes,UCSB-IZC00005623.jpg,10/18/22 21:47,10/18/22 21:47,1.3,UCSB-IZC00005623,168.71573726241425,575.0313034957314,0.1467013502019431,1.467013502
community_scientist,1emmak3,2627,390,3206,387,1702,1881,1718,2043,Yes,UCSB-IZC00005623.jpg,10/19/22 21:32,10/19/22 21:33,1.3,UCSB-IZC00005623,162.78820596099706,579.0077719685635,0.14057514755590833,1.405751476
community_scientist,Suem28,78,126,541,120,1192,1508,1188,1705,Yes,UCSB-IZC00005624.jpg,10/19/22 18:07,10/19/22 18:08,1.3,UCSB-IZC00005624,197.0406049523803,463.03887525779083,0.21276896550282148,2.127689655
community_scientist,Jexi,1913,69,2379,58,1160,1709,1154,1506,Yes,UCSB-IZC00005624.jpg,10/20/22 21:02,10/20/22 21:03,1.3,UCSB-IZC00005624,203.08865059377396,466.12981024603005,0.21784559379133125,2.178455938
community_scientist,LeanneAldred,994,63,1458,56,1192,1513,1184,1705,Yes,UCSB-IZC00005624.jpg,10/22/22 15:23,10/22/22 15:24,1.3,UCSB-IZC00005624,192.16659439142902,464.05279872014563,0.20705251096580296,2.07052511
community_scientist,unt_5,78,132,541,124,1184,1511,1175,1706,Yes,UCSB-IZC00005624.jpg,10/24/22 12:13,10/24/22 12:15,1.3,UCSB-IZC00005624,195.20758181996928,463.06910931307004,0.2107758624944188,2.107758625
community_scientist,Sighentist,1913,94,2373,86,1166,1703,1165,1511,No,UCSB-IZC00005624.jpg,10/24/22 21:51,10/24/22 21:52,1.3,UCSB-IZC00005624,192.00260414900626,460.0695599580568,0.20866692872107273,2.086669287
community_scientist,daphne746,396,1490,1117,1499,524,1386,525,1586,Yes,UCSB-IZC00005625.jpg,10/5/22 17:22,10/5/22 17:23,1.3,UCSB-IZC00005625,200.0024999843752,721.0561697953912,0.13868718441250452,1.386871844
community_scientist,TarynR,1428,112,1888,112,710,1415,721,1567,Yes,UCSB-IZC00005625.jpg,10/8/22 0:18,10/8/22 0:19,1.3,UCSB-IZC00005625,152.3975065412817,460,0.16564946363182795,1.656494636
community_scientist,Jexi,1426,110,1881,113,674,1406,671,1577,Yes,UCSB-IZC00005625.jpg,10/11/22 20:39,10/11/22 20:40,1.3,UCSB-IZC00005625,171.0263137648707,455.00989000240423,0.18793691908978838,1.879369191
community_scientist,Suem28,1419,179,1882,180,711,1396,711,1587,Yes,UCSB-IZC00005625.jpg,10/16/22 17:57,10/16/22 17:58,1.3,UCSB-IZC00005625,191,463.0010799123475,0.20626301782725748,2.062630178
community_scientist,1emmak3,1419,161,1886,164,713,1407,717,1576,Yes,UCSB-IZC00005625.jpg,10/19/22 21:42,10/19/22 21:42,1.3,UCSB-IZC00005625,169.04733065032408,467.00963587489287,0.1809891249177674,1.809891249
community_scientist,Pri_B,2077,184,2588,182,1037,1964,1069,1745,Yes,UCSB-IZC00005627.jpg,10/13/22 11:05,10/13/22 11:06,1.3,UCSB-IZC00005627,221.32555207205516,511.00391387933615,0.2165595468651508,2.165595469
community_scientist,not-logged-in-01320b655ddaa9d6768b,1069,355,1567,358,1072,1720,1026,2001,Yes,UCSB-IZC00005627.jpg,10/13/22 16:20,10/13/22 16:21,1.3,UCSB-IZC00005627,284.74023249270556,498.0090361,0.28587858038073183,2.858785804
community_scientist,ssilvest,1069,349,2047,354,1059,1750,1050,1959,Yes,UCSB-IZC00005627.jpg,10/13/22 17:42,10/13/22 17:42,1.3,UCSB-IZC00005627,209.19369015340783,978.0127811025784,0.106948342,1.069483417
community_scientist,Suem28,2077,203,2588,207,1067,1746,1029,1963,Yes,UCSB-IZC00005627.jpg,10/21/22 13:38,10/21/22 13:38,1.3,UCSB-IZC00005627,220.30206535572924,511.0156553374857,0.21555314700704914,2.15553147
community_scientist,LeanneAldred,1062,126,1578,126,1069,1749,1041,1963,Yes,UCSB-IZC00005627.jpg,10/22/22 15:45,10/22/22 15:45,1.3,UCSB-IZC00005627,215.82400237230334,516,0.20913178524447998,2.091317852
community_scientist,Suem28,2033,186,2546,188,1224,1579,1247,1783,Yes,UCSB-IZC00005632.jpg,10/19/22 16:33,10/19/22 16:33,1.3,UCSB-IZC00005632,205.29247428973133,513.0038986206634,0.2000886102831873,2.000886103
community_scientist,1emmak3,2033,177,2554,177,1212,1582,1241,1773,Yes,UCSB-IZC00005632.jpg,10/19/22 21:55,10/19/22 21:56,1.3,UCSB-IZC00005632,193.18902660347973,521,0.18540213685554677,1.854021369
community_scientist,unt_5,2033,177,2544,177,1219,1586,1239,1777,Yes,UCSB-IZC00005632.jpg,10/24/22 14:15,10/24/22 14:15,1.3,UCSB-IZC00005632,192.04426573058618,511,0.18791024044088667,1.879102404
community_scientist,Sighentist,2035,182,2546,179,1218,1588,1236,1777,Yes,UCSB-IZC00005632.jpg,10/24/22 21:26,10/24/22 21:27,1.3,UCSB-IZC00005632,189.85520798756087,511.00880618635136,0.18576510393670762,1.857651039
community_scientist,missjudy,2029,177,2544,179,1247,1785,1231,1578,Yes,UCSB-IZC00005632.jpg,10/24/22 23:26,10/24/22 23:27,1.3,UCSB-IZC00005632,207.6174366473105,515.0038834805034,0.20156880686431786,2.015688069
